gwl,pH,TDS,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification
19.86,7.61,1580.8,340.0,410,0.74,241.8234,101.0,173.0,17.6,176.0,97.24,839.8355263,2.595500675,C4S1
23.76,7.37,745.6,210.0,170,1.58,130.2126,24.0,120.0,3.08,24.0,72.93,359.8766447,2.750277898,C3S1
22.04,8.01,1041.92,210.0,280,0.72,215.6923,20.0,111.39,3.88,112.0,68.068,559.8848684,2.046769811,C3S1
22.41,8.45,313.6,180.0,40,1.26,2.2145,8.0,40.41,3.45,40.0,19.448,179.9671053,1.309677748,C2S1
32.42,7.26,403.84,230.0,50,1.4,30.33865,17.0,39.15,2.56,64.0,24.31,259.9588816,1.055726931,C2S1
14.84,7.98,900.48,300.0,240,1.33,15.98869,21.0,108.73,1.7,96.0,48.62,439.9177632,2.253906016,C3S1
14.97,8.23,741.12,350.0,160,0.7,13.55274,12.0,91.29,2.0,56.0,68.068,419.8848684,1.937002847,C3S1
16.58,7.63,1096.96,400.0,240,0.98,40.48106,34.0,118.25,2.29,144.0,48.62,559.9177632,2.172757164,C3S1
18.26,8.12,1299.2,200.0,470,1.65,32.73031,34.0,279.0,7.4,1.2,77.792,322.8684211,6.75092965,C3S1
22.11,8.1,1013.12,230.0,320,1.42,2.83456,25.0,111.63,4.1,112.0,48.62,479.9177632,2.215489399,C3S1
16.76,7.49,231.68,120.0,20,0.3,38.00082,4.0,14.02,1.01,56.0,4.862,159.9917763,0.481916002,C2S1
23.8,8.32,476.16,200.0,90,1.23,21.43636,17.0,59.75,1.89,40.0,38.896,259.9342105,1.611307219,C2S1
18.87,6.63,865.28,150.0,260,0.47,172.731,15.0,42.0,4.0,120.0,68.068,579.8848684,0.758316605,C3S1
11.79,7.25,814.72,310.0,190,0.97,40.70251,19.0,135.0,3.0,64.0,43.758,339.9259868,3.183565202,C3S1
37.64,7.3,416.0,260.0,30,2.51,13.287,4.0,68.0,3.0,40.0,19.448,179.9671053,2.203862581,C2S1
7.06,7.41,471.68,260.0,50,1.54,16.16585,18.0,39.0,3.0,80.0,19.448,279.9671053,1.013405525,C2S1
19.36,7.91,327.04,100.0,50,1.13,89.4658,8.0,23.0,2.0,48.0,19.448,199.9671053,0.707164939,C2S1
4.73,7.5,952.32,300.0,240,1.88,53.148,41.0,159.0,4.3,72.0,48.62,379.9177632,3.546700274,C3S1
5.89,7.86,250.88,130.0,40,0.41,2.74598,9.0,23.0,5.0,48.0,4.862,139.9917763,0.845179078,C2S1
5.47,7.44,505.6,200.0,80,0.91,39.65968182,86.0,88.0,5.0,48.0,29.172,239.9506579,2.469982428,C3S1
4.97,7.79,434.56,140.0,60,1.61,42.67945455,70.0,71.0,2.0,32.0,24.31,179.9588816,2.301144389,C2S1
6.7,7.84,603.52,190.0,110,0.55,43.88736364,119.0,102.0,4.0,56.0,34.034,279.9424342,2.650562006,C3S1
9.59,8.26,1173.76,400.0,230,1.05,44.29,173.0,209.0,8.0,80.0,68.068,479.8848684,4.148106729,C3S1
9.53,8.27,779.52,190.0,170,0.61,44.89395455,172.0,137.0,8.0,64.0,43.758,339.9259868,3.230729131,C3S1
12.75,7.51,497.92,210.0,70,0.55,31.003,78.0,78.0,6.0,48.0,29.172,239.9506579,2.189302607,C3S1
15.31,8.17,536.32,300.0,20,1.32,108.5105,10.5,61.85,0.87,72.0,29.172,299.9506579,1.552697875,C3S1
6.97,7.92,830.72,230.0,260,0.97,29.58572,14.75,92.87,1.71,112.0,38.896,439.9342105,1.925101985,C3S1
1.97,8.49,544.64,300.0,40,1.53,4.11897,9.75,69.0,1.16,32.0,53.482,299.9095395,1.732312004,C3S1
6.97,8.19,1115.52,310.0,330,1.12,10.23099,56.25,90.0,4.0,136.0,77.792,659.8684211,1.52330196,C3S1
7.81,8.26,577.28,250.0,100,0.52,37.15931,19.75,70.59,1.91,80.0,24.31,299.9588816,1.772084729,C3S1
7.61,7.99,547.2,400.0,10,0.98,16.29872,9.5,47.59,1.94,48.0,53.482,339.9095395,1.12229284,C3S1
1.52,8.42,1497.6,390.0,360,2.4,125.7836,55.0,380.4,4.0,72.0,29.172,299.9506579,9.549656775,C4S1
7.39,7.92,509.44,280.0,30,0.45,73.9643,9.25,25.0,0.37,80.0,34.034,339.9424342,0.589534849,C3S1
14.68,7.62,1209.6,300.0,360,1.2,97.438,21.0,19.0,0.33,96.0,155.584,879.7368421,0.278515503,C3S1
15.52,7.79,632.96,250.0,130,1.43,12.4012,12.0,80.0,1.26,56.0,38.896,299.9342105,2.00839508,C3S1
13.03,7.91,856.96,300.0,230,0.96,31.93309,11.0,56.17,2.38,112.0,63.206,539.8930921,1.051048369,C3S1
18.89,7.55,532.48,200.0,140,1.21,38.62088,9.25,40.15,2.7,88.0,34.034,359.9424342,0.920113047,C3S1
6.43,7.75,575.36,260.0,100,0.92,26.79545,16.25,67.89,2.41,72.0,29.172,299.9506579,1.704327546,C3S1
7.86,8.1,1318.4,400.0,280,1.25,234.737,25.5,115.32,1.91,80.0,140.998,779.7615132,1.795543371,C3S1
2.66,7.56,948.48,250.0,250,0.2,31.13587,72.0,42.0,2.03,104.0,92.378,639.84375,0.721912378,C3S1
7.94,8.03,477.44,200.0,60,0.49,90.3516,11.75,28.68,0.46,64.0,38.896,319.9342105,0.697141554,C2S1
23.88,7.33,688.64,370.0,90,0.54,13.19842,16.75,27.84,1.11,80.0,68.068,479.8848684,0.552551633,C3S1
13.0,7.58,899.2,300.0,230,0.82,75.293,12.5,82.0,3.72,48.0,97.24,519.8355263,1.563698567,C3S1
12.63,7.32,171.52,70.0,20,0.16,42.0755,3.25,9.0,0.07,32.0,9.724,119.9835526,0.357234846,C2S1
6.88,7.5,1229.44,320.0,390,1.62,46.0616,19.25,118.0,1.53,88.0,111.826,679.8108553,1.96770561,C3S1
17.0,8.03,396.8,260.0,20,0.39,19.26615,4.25,26.71,0.2,64.0,24.31,259.9588816,0.720267339,C2S1
15.95,7.82,349.44,160.0,40,2.2,33.17321,8.25,12.38,0.57,80.0,9.724,239.9835526,0.347457803,C2S1
7.26,8.4,517.76,180.0,120,0.49,7.21927,22.0,83.0,2.58,56.0,24.31,239.9588816,2.329602597,C3S1
5.73,8.16,723.84,270.0,150,0.87,65.9921,27.0,98.0,2.42,80.0,38.896,359.9342105,2.245880665,C3S1
3.22,8.17,720.0,260.0,160,0.82,63.91047,27.0,97.0,2.47,96.0,29.172,359.9506579,2.222912727,C3S1
9.1,8.25,1167.36,430.0,270,1.01,77.5075,33.0,194.0,2.9,72.0,82.654,519.8601974,3.699394191,C3S1
9.0,8.29,325.76,190.0,50,0.65,3.41033,12.0,45.0,1.6,56.0,9.724,179.9835526,1.458371833,C2S1
1.1,8.12,740.48,440.0,90,1.16,5.44767,20.0,136.0,3.1,56.0,38.896,299.9342105,3.414271636,C3S1
3.67,7.81,674.56,260.0,180,0.69,6.51063,27.0,71.0,10.5,136.0,14.586,399.9753289,1.543525862,C3S1
0.97,8.07,1614.72,410.0,390,1.56,149.1767727,261.0,291.0,51.0,104.0,106.964,699.8190789,4.782690349,C4S2
1.52,8.36,450.56,230.0,80,2.26,17.91731818,48.0,95.0,17.0,64.0,19.448,239.9671053,2.666366922,C2S1
1.79,8.17,1565.44,580.0,400,1.77,11.27381818,139.0,144.0,21.0,176.0,136.136,999.7697368,1.98008878,C4S1
3.01,8.0,904.96,300.0,240,2.74,39.65968182,71.0,124.0,27.0,72.0,68.068,459.8848684,2.514023246,C3S1
1.67,8.3,759.68,380.0,120,2.89,38.45177273,64.0,221.0,21.0,40.0,34.034,239.9424342,6.203130351,C3S1
2.42,8.33,365.44,170.0,50,1.38,34.82804545,23.0,19.0,4.0,72.0,29.172,299.9506579,0.476980754,C2S1
5.81,8.31,838.4,220.0,190,1.05,120.7909091,152.0,191.0,49.0,72.0,34.034,319.9424342,4.642689175,C3S1
3.48,8.11,612.48,220.0,130,0.83,43.88736364,91.0,89.0,11.0,64.0,43.758,339.9259868,2.098794837,C3S1
2.8,8.17,709.76,180.0,230,0.7,28.38586364,115.0,145.0,39.0,72.0,29.172,299.9506579,3.640116278,C3S1
5.71,8.14,712.96,290.0,150,0.94,65.62972727,85.0,145.0,14.0,64.0,38.896,319.9342105,3.524599907,C3S1
5.05,8.14,632.96,240.0,130,1.3,43.88736364,75.0,66.0,13.0,88.0,38.896,379.9342105,1.472183342,C3S1
0.95,8.21,1025.92,150.0,280,0.55,143.3385455,203.0,123.0,5.0,80.0,97.24,599.8355263,2.183540157,C3S1
2.17,7.88,688.64,240.0,130,1.68,44.08868182,90.0,126.0,18.0,64.0,24.31,259.9588816,3.397741848,C3S1
3.68,8.01,1073.28,280.0,290,0.79,100.4577727,135.0,192.0,12.0,80.0,68.068,479.8848684,3.810700918,C3S1
1.2,7.66,865.28,360.0,190,1.09,45.49790909,130.0,99.0,6.0,96.0,82.654,579.8601974,1.787498595,C3S1
1.57,7.67,1414.4,420.0,370,0.07,153.6057727,222.0,251.0,197.0,96.0,63.206,499.8930921,4.880983255,C3S1
1.73,7.97,408.32,250.0,40,2.99,18.52127273,63.0,85.0,8.0,24.0,34.034,199.9424342,2.613596875,C2S1
15.66,7.45,1248.0,590.0,300,1.66,17.14023,20.75,245.0,5.1,88.0,77.792,539.8684211,4.584524374,C3S1
2.98,7.37,1272.96,240.0,470,0.56,14.1728,100.0,134.5,3.6,160.0,82.654,739.8601974,2.149906716,C3S1
10.97,7.18,1651.2,560.0,430,1.58,155.015,50.0,140.0,3.3,216.0,121.55,1039.794408,1.887671683,C4S1
1.04,7.25,1150.72,560.0,190,3.29,110.725,29.5,175.1,19.5,104.0,72.93,559.8766447,3.217452429,C3S1
4.1,7.3,780.8,410.0,80,1.12,28.3456,54.0,40.0,0.87,96.0,68.068,519.8848684,0.76274359,C3S1
7.05,6.88,1356.8,310.0,390,0.68,47.21314,150.0,161.8,5.0,208.0,48.62,719.9177632,2.621858422,C3S1
12.18,7.32,857.6,370.0,170,0.52,132.87,20.0,102.9,0.83,176.0,24.31,539.9588816,1.925338938,C3S1
8.98,7.89,1217.28,360.0,390,1.69,29.05424,23.5,112.3,8.2,208.0,48.62,719.9177632,1.819744752,C3S1
14.08,7.85,897.28,420.0,150,1.59,10.40815,18.5,96.41,0.37,152.0,19.448,459.9671053,1.954478331,C3S1
11.71,7.2,999.68,370.0,240,0.62,97.438,16.0,40.25,5.9,168.0,72.93,719.8766447,0.652242369,C3S1
23.1,6.9,1542.4,770.0,250,1.05,88.58,120.0,157.0,3.6,184.0,126.412,979.7861842,2.180751404,C4S1
6.13,7.01,1100.8,440.0,230,1.98,106.296,30.5,108.0,6.8,184.0,48.62,659.9177632,1.827894012,C3S1
14.48,7.2,1072.0,400.0,240,1.38,97.438,20.0,116.96,1.73,176.0,38.896,599.9342105,2.076145134,C3S1
0.97,7.5,916.48,370.0,220,0.92,23.60657,80.0,145.2,15.0,88.0,58.344,459.9013158,2.943787483,C3S1
22.99,7.71,702.72,310.0,120,2.1,12.8441,45.0,79.29,1.94,88.0,38.896,379.9342105,1.768627533,C3S1
7.1,8.01,945.28,390.0,220,0.65,6.442181818,33.0,171.0,9.0,24.0,72.93,359.8766447,3.919146004,C3S1
3.35,7.77,526.72,250.0,50,0.66,97.438,13.5,70.0,3.0,16.0,53.482,259.9095395,1.887813529,C3S1
5.05,8.21,476.8,240.0,70,0.49,41.47154545,10.5,65.0,3.0,16.0,48.62,239.9177632,1.824543906,C2S1
2.1,8.3,277.12,130.0,40,0.42,15.90413636,7.25,31.0,1.0,16.0,29.172,159.9506579,1.065714421,C2S1
1.38,7.67,454.4,270.0,50,2.28,4.026363636,14.5,129.0,2.0,32.0,5.0,82.87828947,6.160862054,C2S1
6.25,7.96,544.0,270.0,80,0.39,45.90054545,11.75,70.0,2.0,32.0,48.62,279.9177632,1.819093301,C3S1
3.89,8.07,913.92,360.0,150,0.16,140.3187727,31.25,136.0,4.0,40.0,77.792,419.8684211,2.88572184,C3S1
3.6,7.44,571.52,230.0,70,1.38,132.2660455,16.75,71.0,3.0,24.0,58.344,299.9013158,1.782548385,C3S1
2.0,7.81,836.48,370.0,170,1.04,23.55422727,27.25,136.0,5.0,32.0,68.068,359.8848684,3.116946004,C3S1
12.7,8.15,283.52,80.0,70,0.0431,46.411491,5.0,16.97,4.44,64.0,4.862,179.9917763,0.549955658,C2S1
6.62,8.54,660.48,160.0,140,0.217,95.53353,29.0,83.17,16.14,88.0,19.448,299.9671053,2.087863247,C3S1
1.67,8.17,878.72,440.0,110,0.792,76.53312,21.0,83.67,6.16,88.0,68.068,499.8848684,1.627072622,C3S1
3.25,9.23,248.32,100.0,20,0.233,0.296743,8.0,16.53,2.69,24.0,24.31,159.9588816,0.568251824,C2S1
3.4,8.17,2346.24,660.0,480,0.346,535.909,49.0,396.6,3.9,56.0,204.204,979.6546053,5.509198006,C4S2
2.41,8.56,564.48,330.0,30,1.54,20.174095,8.0,88.89,0.97,24.0,43.758,239.9259868,2.495091205,C3S1
1.18,8.24,515.2,150.0,80,0.211,140.17785,14.0,20.9,72.36,72.0,19.448,259.9671053,0.563584773,C3S1
1.16,7.67,439.68,270.0,40,0.851,0.713069,9.0,44.94,17.52,56.0,19.448,219.9671053,1.317426401,C2S1
4.36,7.91,794.88,330.0,150,0.403,98.7667,14.0,81.1,13.25,104.0,48.62,459.9177632,1.644193498,C3S1
0.87,8.12,1048.32,290.0,340,0.335,0.097438,23.0,178.8,59.8,56.0,48.62,339.9177632,4.216506249,C3S1
1.97,8.64,904.96,550.0,70,1.24,0.150586,14.0,161.3,15.1,64.0,48.62,359.9177632,3.696620698,C3S1
1.14,8.1,414.08,260.0,20,2.53,15.802672,10.0,10.48,14.43,72.0,24.31,279.9588816,0.272324253,C2S1
5.24,7.94,361.6,150.0,70,0.31,23.95686364,47.75,16.0,4.0,64.0,29.172,279.9506579,0.415768326,C2S1
23.12,7.67,238.08,130.0,60,0.42,24.76213636,3.25,27.0,1.0,16.0,34.034,179.9424342,0.875123069,C2S1
20.19,7.99,167.04,100.0,40,0.29,14.09227273,4.25,14.0,2.0,56.0,5.0,140.0,0.51444172,C2S1
3.29,7.14,807.04,200.0,260,1.03,44.89395455,23.25,28.0,3.0,64.0,102.102,579.8273026,0.505569498,C3S1
10.9,7.61,813.44,320.0,160,1.2,57.1341,19.25,101.23,1.44,96.0,38.896,399.9342105,2.200833171,C3S1
1.8,7.95,283.52,150.0,50,0.34,2.83456,12.75,30.74,4.73,48.0,9.724,159.9835526,1.056667522,C2S1
1.21,8.33,1040.0,370.0,190,0.91,162.1014,34.0,193.6,24.9,88.0,38.896,379.9342105,4.318404469,C3S1
7.04,8.32,356.48,140.0,80,0.45,2.43595,16.75,56.79,2.56,40.0,14.586,159.9753289,1.952169516,C2S1
3.92,8.18,580.48,160.0,160,0.37,48.719,19.0,70.19,13.62,56.0,34.034,279.9424342,1.823950463,C3S1
5.65,7.88,995.2,370.0,140,1.4,190.447,41.5,88.0,1.64,184.0,24.31,559.9588816,1.616876196,C3S1
2.06,8.0,991.36,450.0,170,1.14,54.4767,26.0,119.0,7.7,64.0,82.654,499.8601974,2.314167804,C3S1
2.06,8.35,771.2,340.0,140,0.95,50.0477,25.0,114.0,8.38,88.0,34.034,359.9424342,2.612525214,C3S1
4.84,7.67,518.4,270.0,40,0.45,40.86759091,51.25,15.0,2.0,32.0,72.93,379.8766447,0.334612473,C3S1
3.3,7.09,522.88,200.0,110,1.0,45.90054545,13.25,29.0,6.0,56.0,48.62,339.9177632,0.683885242,C3S1
3.41,7.12,542.08,200.0,110,0.47,45.69922727,14.25,30.0,3.0,48.0,53.482,339.9095395,0.70747605,C3S1
5.1,8.31,252.8,130.0,50,0.24,6.442181818,13.5,25.0,5.0,32.0,24.31,179.9588816,0.810262109,C2S1
1.68,7.99,739.84,220.0,250,2.19,3.221090909,9.25,33.0,1.0,32.0,106.964,519.8190789,0.629303281,C3S1
3.92,8.01,495.36,330.0,80,1.29,20.13181818,38.25,28.0,2.0,40.0,82.654,439.8601974,0.580460756,C3S1
5.75,8.3,291.2,150.0,50,0.33,7.046136364,17.0,23.0,4.0,72.0,9.724,219.9835526,0.674225066,C2S1
5.59,7.85,453.12,120.0,120,0.84,43.88736364,11.0,24.0,5.0,64.0,29.172,279.9506579,0.623652488,C2S1
3.57,7.93,1023.36,120.0,400,0.35,43.68604545,67.25,51.0,5.0,120.0,92.378,679.84375,0.85042846,C3S1
13.53,7.64,554.24,300.0,100,1.47,12.88436364,26.0,37.0,2.0,56.0,63.206,399.8930921,0.804455337,C3S1
2.65,8.31,517.76,110.0,120,0.79,43.48472727,23.75,23.0,1.0,40.0,48.62,299.9177632,0.577429418,C3S1
1.36,8.31,332.16,120.0,80,0.38,26.17136364,18.25,24.0,2.0,64.0,19.448,239.9671053,0.673608486,C2S1
3.36,7.72,538.88,300.0,60,1.48,23.35290909,9.75,25.0,4.0,8.0,82.654,359.8601974,0.572987656,C3S1
3.27,8.32,953.6,310.0,200,2.14,13.48831818,33.75,94.0,17.0,40.0,82.654,439.8601974,1.94868968,C3S1
1.3,7.32,343.68,200.0,50,0.74,10.06590909,12.0,54.0,11.0,64.0,9.724,200.0,1.660232015,C2S1
2.88,7.29,953.6,440.0,170,0.86,128.0383636,20.25,135.0,15.0,80.0,102.102,620.0,2.357602488,C3S1
2.18,7.09,1014.4,390.0,70,0.82,142.1306364,26.0,85.0,5.0,136.0,53.482,560.0,1.56182423,C3S1
3.18,7.2,980.48,320.0,90,0.48,136.6950455,34.5,166.0,57.0,96.0,9.724,280.0,4.313342972,C3S1
4.3,7.4,471.04,340.0,60,1.11,0.805272727,5.75,110.0,4.0,48.0,24.31,219.9753289,3.224735494,C2S1
4.09,7.27,1321.6,660.0,240,1.39,82.33913636,31.75,254.0,12.0,56.0,126.412,660.0,4.299364558,C3S1
2.86,7.51,1081.6,220.0,360,0.25,34.82804545,44.25,125.0,8.0,72.0,116.688,659.8026316,2.115802643,C3S1
2.31,8.16,1153.28,160.0,380,0.95,69.0924,96.0,202.0,4.0,80.0,48.62,399.9177632,4.391755826,C3S1
2.4,7.65,1365.76,280.0,400,0.39,173.1739,63.0,86.0,7.0,232.0,68.068,859.8848684,1.275118251,C3S1
0.8,7.84,1591.04,310.0,500,0.92,120.9117,81.0,255.0,1.7,144.0,72.93,659.8766447,4.315995326,C4S1
0.88,7.59,6079.36,500.0,2480,0.74,119.583,216.0,732.0,4.7,640.0,457.028,3479.226974,5.395626316,C4S1
2.26,7.72,585.6,140.0,150,0.64,80.1649,35.0,47.0,1.0,112.0,19.448,359.9671053,1.077056818,C3S1
17.45,8.37,2234.24,800.0,570,1.23,114.2682,38.0,630.0,8.3,56.0,68.068,419.8848684,13.36742024,C4S1
1.23,7.84,486.4,180.0,50,0.42,124.4549,31.0,39.0,1.0,104.0,9.724,299.9835526,0.979012076,C3S1
0.75,8.18,1338.88,410.0,330,0.87,93.4519,64.0,191.0,5.9,160.0,43.758,579.9259868,3.448412782,C3S1
1.89,7.36,1016.32,260.0,280,0.95,92.5661,51.0,99.0,2.0,96.0,68.068,519.8848684,1.887790386,C3S1
0.82,7.8,2128.0,420.0,580,1.16,335.7182,106.0,513.0,1.0,112.0,92.378,659.84375,8.682983493,C4S1
2.11,7.69,853.76,410.0,150,0.87,30.47152,16.0,94.0,3.34,120.0,38.896,459.9342105,1.905689585,C3S1
12.51,7.44,659.2,340.0,70,0.85,54.29954,26.0,54.33,2.07,128.0,19.448,399.9671053,1.181135524,C3S1
12.23,7.45,690.56,320.0,120,0.75,47.70033,12.0,28.53,1.86,128.0,38.896,479.9342105,0.566217231,C3S1
3.17,7.66,910.08,350.0,210,0.81,42.0755,24.0,97.0,4.18,184.0,9.724,499.9835526,1.886105751,C3S1
17.17,7.26,1202.56,410.0,260,0.86,150.80745,16.0,65.7,3.71,192.0,72.93,779.8766447,1.022879739,C3S1
11.35,7.66,588.16,390.0,30,0.91,37.07073,10.0,28.51,2.34,144.0,14.586,419.9753289,0.604863658,C3S1
7.65,7.63,999.04,470.0,160,1.52,69.9782,20.0,145.7,2.6,152.0,19.448,459.9671053,2.953713233,C3S1
3.27,7.74,1525.12,550.0,430,2.1,10.89534,41.0,260.0,16.3,136.0,58.344,579.9013158,4.694274319,C4S2
12.9,7.65,458.88,320.0,20,1.57,21.12633,5.0,53.96,1.77,88.0,9.724,259.9835526,1.455027387,C2S1
12.96,8.36,293.12,120.0,50,0.32,7.21927,10.0,30.58,4.24,40.0,14.586,159.9753289,1.051194643,C2S1
5.08,7.69,744.32,380.0,100,1.39,51.02208,19.0,96.0,3.94,112.0,24.31,379.9588816,2.141288067,C3S1
6.02,7.75,1016.96,370.0,250,0.58,59.57005,18.0,60.76,2.0,184.0,48.62,659.9177632,1.028359631,C3S1
3.06,7.06,736.0,290.0,160,0.46,83.17662,18.0,57.0,7.99,160.0,14.586,459.9753289,1.155526076,C3S1
10.85,7.53,616.32,400.0,50,0.96,16.60875,13.0,54.0,2.53,80.0,43.758,379.9259868,1.204526679,C3S1
1.89,7.89,605.44,340.0,70,1.56,15.63437,17.0,72.92,1.6,16.0,68.068,319.8848684,1.772645838,C3S1
2.06,7.38,1377.92,420.0,300,1.86,233.45259,46.0,234.0,3.6,128.0,63.206,579.8930921,4.224876844,C3S1
3.07,7.5,521.6,360.0,30,0.85,21.08204,12.0,35.27,1.33,96.0,29.172,359.9506579,0.808269401,C3S1
8.2,7.31,416.0,160.0,100,0.51,20.55056,11.0,41.68,2.02,80.0,9.724,239.9835526,1.169793315,C2S1
5.36,7.47,441.6,260.0,40,1.48,39.50668,11.0,31.03,2.25,72.0,29.172,299.9506579,0.778984884,C2S1
1.47,7.94,862.72,450.0,110,0.45,39.59526,39.0,48.0,8.49,96.0,82.654,579.8601974,0.866665985,C3S1
6.48,8.2,307.2,120.0,60,0.28,13.287,18.75,34.0,2.0,40.0,14.586,159.9753289,1.168757942,C2S1
11.03,8.08,569.6,280.0,90,0.82,31.60695455,16.75,70.0,2.0,72.0,29.172,299.9506579,1.757297514,C3S1
0.81,7.85,561.28,230.0,120,0.7,55.76513636,14.0,82.0,4.0,72.0,24.31,279.9588816,2.130781372,C3S1
2.85,8.19,816.0,250.0,120,2.16,68.24686364,28.5,120.0,4.0,64.0,24.31,259.9588816,3.235944617,C3S1
2.68,8.28,453.76,170.0,100,0.73,19.52786364,23.25,70.0,2.0,56.0,14.586,199.9753289,2.152196863,C2S1
1.8,8.26,1100.8,220.0,320,0.48,163.873,43.75,170.3,6.5,80.0,68.068,479.8848684,3.380012325,C3S1
1.94,7.71,737.28,290.0,150,0.73,67.3208,18.0,86.0,14.61,32.0,72.93,379.8766447,1.918444848,C3S1
1.96,7.73,2164.48,100.0,780,0.2,471.6885,35.0,330.0,7.1,208.0,92.378,899.84375,4.783023907,C4S2
2.58,8.55,590.72,170.0,80,0.77,104.0815,64.0,65.78,4.5,24.0,63.206,319.8930921,1.599055738,C3S1
0.5,7.02,336.0,180.0,50,0.77,1.55015,9.5,56.0,3.47,24.0,19.448,139.9671053,2.058008673,C2S1
0.8,7.67,629.12,280.0,130,1.15,0.13287,22.75,86.68,5.99,48.0,43.758,299.9259868,2.176125902,C3S1
1.39,8.43,833.92,150.0,290,0.57,77.9504,19.75,95.46,3.32,48.0,77.792,439.8684211,1.978938063,C3S1
2.73,8.67,353.28,140.0,70,0.27,4.78332,15.0,52.93,3.11,40.0,14.586,159.9753289,1.819481114,C2S1
0.81,7.81,659.2,350.0,80,0.75,31.66735,18.0,57.0,16.73,56.0,53.482,359.9095395,1.3063223,C3S1
31.83,8.4,490.24,260.0,50,0.9,10.23099,3.0,23.08,6.81,88.0,24.31,319.9588816,0.560997445,C3S1
1.05,8.36,586.88,300.0,80,0.6,10.27528,14.0,90.01,8.17,32.0,43.758,259.9259868,2.427381708,C3S1
1.28,8.07,1857.92,270.0,320,1.16,797.22,46.0,238.7,8.1,96.0,155.584,879.7368421,3.499034246,C4S1
1.35,8.5,422.4,160.0,80,0.35,18.46893,5.0,56.0,4.07,56.0,14.586,199.9753289,1.721757491,C2S1
4.11,8.58,998.4,380.0,110,1.21,349.4481,19.5,78.63,0.55,40.0,140.998,679.7615132,1.311239893,C3S1
17.19,7.98,586.24,360.0,60,1.26,22.145,22.75,129.0,8.0,64.0,9.724,199.9835526,3.966109813,C3S1
3.82,8.32,447.36,260.0,50,0.93,38.85440909,12.0,96.0,7.0,56.0,9.724,179.9835526,3.111193244,C2S1
8.84,7.11,435.84,220.0,40,0.27,45.49790909,6.0,80.0,5.0,48.0,4.862,139.9917763,2.939753316,C2S1
3.65,7.09,227.84,80.0,30,0.29,13.48831818,3.25,7.0,2.0,24.0,14.586,119.9753289,0.277858847,C2S1
5.78,7.67,497.28,300.0,70,1.66,13.287,10.25,102.0,4.0,72.0,4.862,199.9917763,3.135929329,C3S1
8.59041095890411,7.98,380.16,240.0,40,0.68,12.48172727,4.5,23.0,3.0,80.0,14.586,259.9753289,0.620203099,C2S1
1.02,7.88,1150.72,390.0,240,1.58,87.97604545,24.5,172.0,5.0,64.0,77.792,479.8684211,3.413811408,C3S1
2.56,8.29,1116.8,340.0,180,1.26,177.5626364,55.75,180.0,10.0,56.0,68.068,419.8848684,3.819262925,C3S1
2.5,8.05,1115.52,470.0,150,0.74,165.4835455,33.25,180.0,6.0,64.0,77.792,479.8684211,3.572593334,C3S1
5.74,8.14,344.96,160.0,60,0.27,7.247454545,16.5,49.0,2.0,40.0,14.586,159.9753289,1.684386446,C2S1
1.26,8.02,726.4,430.0,50,3.61,29.39245455,27.5,118.0,4.0,48.0,48.62,319.9177632,2.868368827,C3S1
2.6,8.28,349.44,130.0,50,0.36,6.442181818,22.0,41.0,1.0,32.0,14.586,139.9753289,1.506712087,C2S1
1.45,8.16,736.0,410.0,60,2.16,61.80468182,20.75,119.0,4.0,48.0,48.62,319.9177632,2.892677037,C3S1
2.35,8.2,326.4,140.0,50,0.28,4.831636364,16.25,33.0,1.0,32.0,19.448,159.9671053,1.134411867,C2S1
3.21,8.98,524.8,180.0,80,0.66,32.19883,19.0,92.0,1.27,24.0,38.896,219.9342105,2.69720277,C3S1
0.93,8.4,2042.88,440.0,430,1.85,469.0311,65.0,406.0,106.0,88.0,82.654,559.8601974,7.460336229,C4S2
10.47,8.16,663.68,190.0,170,1.35,68.02944,19.0,73.0,14.67,88.0,29.172,339.9506579,1.721420938,C3S1
0.52,8.62,565.76,250.0,90,1.63,3.05601,22.0,135.0,5.9,24.0,24.31,159.9588816,4.640895111,C3S1
7.29,8.92,612.48,380.0,30,2.21,0.97438,10.0,161.0,0.5,24.0,24.31,159.9588816,5.534697132,C3S1
3.17,8.39,938.24,230.0,290,0.44,52.21791,20.0,84.0,2.8,152.0,43.758,559.9259868,1.543427159,C3S1
9.92,7.98,821.76,270.0,190,1.61,55.8054,30.0,116.0,1.96,80.0,43.758,379.9259868,2.587501755,C3S1
1.28,8.6,314.24,140.0,50,0.62,7.04211,7.0,44.0,2.76,56.0,9.724,179.9835526,1.42596357,C2S1
6.03,8.32,863.36,300.0,190,1.06,81.0507,17.0,164.0,7.9,56.0,38.896,299.9342105,4.117209914,C3S1
5.97,8.21,1267.2,360.0,320,1.07,162.1014,36.0,155.0,3.59,160.0,63.206,659.8930921,2.623415445,C3S1
3.58,8.46,2143.36,490.0,690,0.83,181.589,65.0,413.0,2.3,40.0,184.756,859.6875,6.124235881,C4S2
4.18,8.42,1002.24,150.0,370,0.85,34.1033,28.0,182.0,5.2,72.0,43.758,359.9259868,4.170968884,C3S1
12.85,8.01,590.72,300.0,120,0.46,24.15818182,14.0,57.0,2.0,96.0,34.034,379.9424342,1.271417308,C3S1
