gwl,pH,TDS,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification
11.69,7.97,1523.2,476.0389755,430,1.6,96.77365,17.0,284.1420921,3.4,88.0,87.516,579.8519737,5.130375677,C4S2
8.055,7.54,838.4,308.0032189,220,1.07,9.07945,22.0,87.13108243,9.56,96.0,53.482,459.9095395,1.766481381,C3S1
12.84,7.47,3104.0,582.3434453,950,1.01,420.755,134.0,366.6563255,197.5,184.0,228.514,1399.613487,4.261154552,C4S2
13.32,7.15,1446.4,155.1278664,440,0.71,376.465,38.0,71.86106115,4.14,184.0,126.412,979.7861842,0.998159936,C4S1
13.07,7.61,798.72,154.4600544,270,0.83,83.04375,15.0,58.30705248,2.79,120.0,48.62,499.9177632,1.133819619,C3S1
13.88,8.36,588.8,192.7563774,140,0.87,2.87885,22.0,101.9702086,2.32,56.0,24.31,239.9588816,2.862048949,C3S1
15.26,8.29,562.56,388.6899247,20,2.04,14.83715,6.0,83.4421257,1.98,72.0,19.448,259.9671053,2.250081889,C3S1
7.19,8.76,748.8,362.6428692,60,2.02,29.2314,8.0,150.7620236,2.5,16.0,53.482,259.9095395,4.06586554,C3S1
7.99,8.06,1090.56,167.347134,350,0.75,192.88295,26.0,180.0455177,7.2,96.0,53.482,459.9095395,3.650213517,C3S1
14.71,7.49,1021.44,373.5708319,190,1.11,144.16395,31.0,111.6911638,2.61,64.0,97.24,559.8355263,2.052394078,C3S1
18.51,8.19,1201.92,536.4386198,240,1.35,42.0755,20.0,215.3232932,0.36,32.0,97.24,479.8355263,4.273827386,C3S1
7.56,8.12,612.48,241.1174051,120,0.56,55.3625,18.0,100.1396797,4.41,56.0,29.172,259.9506579,2.70042986,C3S1
8.8,7.9,2240.0,415.1882403,720,1.43,310.03,50.0,422.9361745,6.5,104.0,140.998,839.7615132,6.345546243,C4S2
2.01,8.16,412.8,210.0,50,1.27,32.21090909,47.0,53.0,3.0,32.0,38.896,239.9342105,1.48765404,C2S1
6.33,8.18,418.56,210.0,40,0.48,46.10186364,67.0,61.0,2.0,32.0,38.896,239.9342105,1.712205593,C2S1
4.53,8.33,377.6,200.0,40,0.64,44.29,35.0,59.0,2.0,24.0,34.034,199.9424342,1.814143713,C2S1
11.59,8.24,587.52,230.0,90,1.05,27.17795455,109.0,87.0,5.0,32.0,53.482,299.9095395,2.184219483,C3S1
1.76,8.27,354.56,130.0,60,0.23,34.42540909,72.0,63.0,1.0,24.0,29.172,179.9506579,2.04190717,C2S1
14.39,8.26,282.24,80.0,70,0.34,27.58059091,44.0,57.0,3.0,24.0,14.586,119.9753289,2.262564897,C2S1
8.63,8.29,285.44,180.0,20,0.67,7.650090909,16.0,41.0,3.0,16.0,24.31,139.9588816,1.506800616,C2S1
2.52,8.01,396.8,160.0,70,0.66,43.88736364,73.0,69.0,2.0,32.0,34.034,219.9424342,2.022864259,C2S1
2.57,8.32,218.88,90.0,30,0.31,2.617136364,39.0,43.0,2.0,16.0,14.586,99.97532895,1.869795881,C2S1
12.82,8.1,349.44,180.0,40,1.26,32.41222727,45.0,60.0,2.0,24.0,29.172,179.9506579,1.944673495,C2S1
25.08,8.27,700.8,180.0,170,0.17,182.7969091,112.0,148.0,3.0,40.0,63.206,359.8930921,3.391931898,C3S1
8.67,7.59,833.28,255.417806,140,1.1,209.27025,22.0,79.85293591,3.14,96.0,58.344,479.9013158,1.58484605,C3S1
10.93,7.42,1555.2,452.601682,470,0.83,78.8362,23.0,147.4961885,5.3,96.0,160.446,899.7286184,2.137948277,C4S1
4.75,7.24,1187.84,403.8887012,250,0.964,162.5443,30.0,171.5126738,3.5,176.0,29.172,559.9506579,3.151327228,C3S1
8.13,7.23,750.72,228.6890146,230,1.24,8.437245,20.0,87.66690542,1.46,80.0,48.62,399.9177632,1.905998231,C3S1
7.83,7.92,375.68,211.199135,40,1.0,12.97697,12.0,34.05380163,1.9,64.0,14.586,219.9753289,0.99827634,C2S1
3.8,7.08,1105.92,207.1695842,300,0.699,240.4947,30.0,95.43079899,4.11,192.0,43.758,659.9259868,1.615150918,C3S1
10.57,7.59,415.36,178.8319982,70,0.928,37.42505,13.0,38.98749683,2.37,56.0,24.31,239.9588816,1.094281613,C2S1
5.49,7.52,1137.92,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,2.202499859,C3S1
9.73,7.59,1228.16,412.4614016,260,1.27,38.75375,134.0,215.73876,0.16,96.0,63.206,499.8930921,4.195287948,C3S1
16.24,7.4,898.56,157.1197349,260,0.852,189.1183,18.0,76.33240433,2.46,152.0,38.896,539.9342105,1.428271214,C3S1
2.77,7.68,963.84,318.5676553,180,0.969,186.23945,22.0,107.1757466,5.96,128.0,48.62,519.9177632,2.043625691,C3S1
17.52,7.65,743.04,256.247806,140,0.928,125.56215,19.0,84.98350433,1.27,96.0,38.896,399.9342105,1.847619434,C3S1
5.94,7.73,867.84,336.8176553,180,1.13,79.2791,16.0,111.5437787,1.89,56.0,72.93,439.8766447,2.312341986,C3S1
3.66,7.63,644.48,207.1741592,160,1.09,56.91265,19.0,104.2529963,1.51,80.0,19.448,279.9671053,2.708988779,C3S1
10.47,7.16,944.0,286.1175167,280,0.756,10.6296,39.0,157.598808,1.8,128.0,19.448,399.9671053,3.426201927,C3S1
3.95,7.6,856.96,381.4181255,150,1.2,65.9921,16.0,70.41989156,2.54,72.0,82.654,519.8601974,1.342839885,C3S1
14.0,7.52,1137.92,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,2.202499859,C3S1
12.36,7.81,799.36,307.1994847,200,1.74,17.93745,14.0,67.8796969,2.59,64.0,77.792,479.8684211,1.347258626,C3S1
6.33,7.97,751.36,398.9585896,90,1.35,41.41115,21.0,104.6739926,4.21,80.0,38.896,359.9342105,2.398829551,C3S1
3.98,7.24,811.52,282.2985263,170,0.913,105.18875,20.0,80.5001113,4.24,104.0,48.62,459.9177632,1.632031561,C3S1
16.52,7.21,991.36,251.4352232,320,0.871,56.2483,18.0,109.548683,3.28,120.0,58.344,539.9013158,2.049850234,C3S1
6.83,7.7,520.32,341.360006,30,1.48,14.239235,7.0,59.43722198,1.11,48.0,38.896,279.9342105,1.544552514,C3S1
13.27,7.75,759.04,411.6723991,90,2.17,34.302605,20.0,154.8754567,1.8,48.0,34.034,259.9424342,4.176535463,C3S1
3.95,7.92,993.28,200.0,270,0.74,31.003,178.0,209.0,28.0,40.0,48.62,299.9177632,5.247076015,C3S1
9.34,8.14,488.32,130.0,120,1.39,17.11204545,79.0,84.0,10.0,32.0,29.172,199.9506579,2.582795561,C3S1
3.98,7.03,1087.36,120.0,190,4.43,1.811863636,180.0,136.0,1.0,40.0,43.758,279.9259868,3.534186498,C3S1
3.66,7.92,800.0,130.0,230,0.35,89.18395455,96.0,182.0,8.0,48.0,24.31,219.9588816,5.335471453,C3S1
4.95,8.11,774.4,150.0,180,1.49,110.9263182,86.0,145.0,21.0,48.0,29.172,239.9506579,4.06985741,C3S1
9.36,8.55,371.2,178.9222242,10,0.71,33.2175,7.0,14.1310685,1.75,48.0,34.034,259.9424342,0.381073347,C2S1
10.18,7.53,1198.08,320.7805306,270,0.65,239.166,31.0,121.5265423,1.0,168.0,63.206,679.8930921,2.026389802,C3S1
22.51,8.47,576.0,187.5182701,80,0.7,40.52535,12.0,32.06496904,3.8,88.0,38.896,379.9342105,0.71523505,C3S1
8.59041095890411,8.5,296.32,54.79771251,70,0.58,2.6574,13.0,41.8859952,2.17,40.0,9.724,139.9835526,1.539226377,C2S1
12.79,7.9,611.2,362.193264,50,1.84,35.432,11.0,82.63768615,2.1,64.0,34.034,299.9424342,2.074585588,C4S2
14.13,7.59,1196.8,148.31714,380,0.62,272.3835,21.0,101.4417798,3.1,152.0,82.654,719.8601974,1.643860438,C3S1
12.3,7.56,1504.0,190.4826464,530,0.65,205.9485,57.0,257.8130012,5.0,144.0,63.206,619.8930921,4.50213569,C4S1
12.56,7.75,807.68,312.8174172,180,0.97,42.29695,23.0,98.64370488,2.3,96.0,43.758,419.9259868,2.092932218,C3S1
24.07,7.9,723.2,262.8738397,150,1.64,88.58,13.0,76.98178831,2.65,72.0,53.482,399.9095395,1.673706403,C3S1
14.85,8.39,1243.52,324.8120526,340,4.77,101.867,34.0,257.3996798,1.4,32.0,82.654,419.8601974,5.461699647,C3S1
10.95,8.57,620.8,254.8333454,60,1.59,59.7915,12.0,94.31462036,3.8,72.0,24.31,279.9588816,2.45077849,C3S1
18.45,7.82,757.76,315.3506571,110,0.99,108.5105,27.0,51.88061293,4.1,88.0,63.206,479.8930921,1.029686486,C3S1
12.86,8.34,646.4,309.9444606,80,1.66,25.46675,16.0,141.4692268,2.0,32.0,29.172,199.9506579,4.349834416,C3S1
10.72,7.56,3110.4,556.1109258,1050,1.72,44.29,320.0,161.7915062,2.3,488.0,213.928,2099.638158,1.535167097,C4S1
37.68,7.72,1109.76,316.7534751,310,2.05,106.296,18.0,97.65486215,2.75,128.0,82.654,659.8601974,1.652875221,C3S1
20.52,8.27,302.72,190.7854009,20,1.19,9.7438,7.0,25.95773746,1.93,40.0,19.448,179.9671053,0.841283622,C2S1
18.7,7.89,661.12,198.8604311,170,0.58,70.864,15.0,55.10541238,1.54,64.0,58.344,399.9013158,1.198091547,C3S1
24.55,8.0,500.48,269.640006,30,1.49,84.151,7.0,33.36323429,1.92,56.0,43.758,319.9259868,0.810990095,C3S1
20.26,8.45,697.6,317.513903,70,2.11,77.5075,20.0,39.58012307,3.51,104.0,48.62,459.9177632,0.802433798,C3S1
22.98,6.96,938.24,353.6688518,210,1.47,70.864,18.0,118.3005616,2.57,64.0,77.792,479.8684211,2.347998877,C3S1
22.35,7.58,1255.04,456.6510068,270,0.53,139.5135,20.0,136.6798124,213.7,72.0,58.344,419.9013158,2.900032869,C3S1
26.33,7.71,394.88,209.4435835,60,1.46,3.76465,8.0,31.34381556,2.74,40.0,34.034,239.9424342,0.879772731,C2S1
33.03,7.65,479.36,184.1423177,80,1.75,70.864,16.0,43.85447438,2.32,56.0,34.034,279.9424342,1.139598075,C2S1
21.13,7.17,628.48,158.0539332,220,1.14,20.8163,1.0,88.21230163,3.26,96.0,14.586,299.9753289,2.214412624,C3S1
33.19,7.49,951.04,407.3121038,200,1.25,34.1033,18.0,105.0818557,1.66,80.0,77.792,519.8684211,2.003794494,C3S1
23.53,7.33,863.36,351.6264648,180,1.82,46.28305,24.0,155.5836327,2.4,88.0,29.172,339.9506579,3.66883456,C3S1
31.94,7.42,1190.4,171.8999814,400,1.79,192.6615,28.25,208.3860012,5.0,88.0,63.206,479.8930921,4.13588501,C3S1
12.78,7.87,682.24,265.8204311,170,1.55,11.9583,12.0,89.49147492,3.01,72.0,38.896,339.9342105,2.110359254,C3S1
11.68,7.5,396.16,167.3295201,80,1.74,14.1728,14.25,41.53655991,1.81,72.0,9.724,219.9835526,1.217608254,C2S1
28.03,7.32,588.8,226.2310798,140,1.91,19.0447,15.75,74.60801819,1.89,112.0,4.862,299.9917763,1.872849991,C3S1
18.64,8.15,394.88,139.8927818,20,0.97,154.79355,12.0,22.93834923,1.37,72.0,19.448,259.9671053,0.618550447,C2S1
20.7,8.1,564.48,198.4039151,130,1.65,47.3903,16.0,74.85415728,2.15,48.0,38.896,279.9342105,1.945181368,C3S1
19.14,8.43,766.72,260.8060579,130,1.48,60.89875,19.0,111.089953,2.8,56.0,53.482,359.9095395,2.545952332,C3S1
41.07,7.85,478.08,309.7554822,30,2.95,15.5015,5.0,52.41760271,2.6,64.0,24.31,259.9588816,1.413503828,C2S1
10.5,10.44,203.52,41.47786319,30,1.04,3.9861,10.0,26.43778932,2.45,24.0,9.724,99.98355263,1.149563641,C2S1
26.7,8.34,366.08,78.74873419,20,1.47,133.7558,8.0,20.88274977,2.74,56.0,24.31,239.9588816,0.586126604,C2S1
7.02,8.22,551.04,197.8831194,120,1.5,50.0477,18.0,70.29350433,1.61,48.0,38.896,279.9342105,1.826666947,C3S1
8.55,8.53,245.12,109.8365913,20,0.64,3.9861,8.0,13.96250217,2.42,32.0,19.448,159.9671053,0.479976611,C2S1
12.67,7.19,793.6,290.0,150,1.29,56.36909091,82.0,196.0,9.0,56.0,14.586,199.9753289,6.026151217,C3S1
18.9,8.28,645.76,180.0,210,1.26,34.82804545,85.0,179.0,7.0,80.0,5.0,200.0,5.503135384,C3S1
9.95,8.12,464.64,270.0,30,1.11,64.42181818,29.0,116.0,5.0,32.0,14.586,139.9753289,4.262892735,C2S1
15.18,8.14,1292.16,410.0,360,1.03,41.87418182,108.0,199.0,11.0,80.0,102.102,619.8273026,3.475280705,C3S1
24.95,7.89,995.84,280.0,230,1.77,102.6722727,100.0,136.0,34.0,80.0,58.344,439.9013158,2.819249044,C3S1
25.49,7.96,577.92,220.0,130,0.94,52.34272727,79.0,132.0,2.0,56.0,24.31,239.9588816,3.704910155,C3S1
16.45,8.09,633.6,370.0174684,40,1.15,65.9921,10.0,82.12910913,1.14,80.0,29.172,319.9506579,1.996309035,C3S1
10.92,8.14,872.32,255.5747349,260,0.98,41.85405,18.0,85.40600488,2.13,128.0,43.758,499.9259868,1.660763206,C3S1
5.68,7.98,652.16,372.0712839,70,1.61,28.7885,10.0,69.61665085,2.59,88.0,34.034,359.9424342,1.59539698,C3S1
8.16,7.86,1024.0,260.7941141,330,1.42,11.9583,54.0,168.1888332,1.9,120.0,34.034,439.9424342,3.486353295,C3S1
6.09,7.88,826.88,413.1396294,130,1.02,9.52235,34.0,105.7912749,1.99,104.0,38.896,419.9342105,2.244560866,C3S1
9.37,8.06,609.92,367.6615974,50,1.24,26.1311,12.0,36.05333963,2.31,96.0,38.896,399.9342105,0.783832715,C3S1
2.69,7.99,988.16,284.9221219,290,1.11,60.2344,21.0,106.0090289,7.31,136.0,48.62,539.9177632,1.983586813,C3S1
43.17,7.44,390.4,152.8008078,70,0.61,50.9335,9.0,48.81981502,1.54,32.0,29.172,199.9506579,1.501090494,C2S1
16.63,7.64,851.2,161.7925107,250,0.92,152.8005,20.0,114.0632183,2.96,72.0,58.344,419.9013158,2.420160493,C3S1
24.27,8.56,428.8,193.5357264,60,1.24,6.42205,8.0,81.55781502,0.86,16.0,29.172,159.9506579,2.803785148,C2S1
12.45,7.82,627.2,132.4873479,230,1.13,15.72295,15.0,51.42502361,2.5,64.0,53.482,379.9095395,1.147113958,C3S1
16.19,7.53,877.44,211.5260128,300,1.5,31.4459,18.0,67.52827872,4.44,96.0,72.93,539.8766447,1.263602783,C3S1
12.17,7.89,422.4,223.7277878,50,1.37,31.22445,7.0,50.60750271,2.6,48.0,24.31,219.9588816,1.483598275,C2S1
15.58,7.66,1091.2,412.1889332,220,1.48,126.2265,19.0,100.4303429,2.2,144.0,68.068,639.8848684,1.726180432,C3S1
8.59041095890411,7.87,428.8,232.615877,20,1.04,77.5075,8.0,17.37714551,0.5,56.0,38.896,299.9342105,0.436252169,C2S1
23.72,9.18,220.8,40.77897833,50,0.26,2.2145,17.0,43.88047755,14.74,8.0,9.724,59.98355263,2.463357347,C2S1
11.76,8.86,380.8,185.3353195,10,0.83,14.83715,3.0,27.64329683,0.33,56.0,24.31,239.9588816,0.775878266,C2S1
25.15,8.22,390.4,165.8595359,60,0.56,50.9335,10.0,21.4156161,1.22,40.0,38.896,259.9342105,0.577525302,C2S1
19.46,7.65,872.96,198.9701358,280,0.82,84.151,13.0,75.58033274,3.64,72.0,82.654,519.8601974,1.441244556,C3S1
14.48,8.34,166.4,51.63016276,20,0.2,33.2175,2.0,5.076154025,0.22,32.0,9.724,119.9835526,0.201486567,C2S1
7.94,7.87,949.12,245.6334751,310,2.08,44.29,15.0,122.5261322,2.1,64.0,77.792,479.8684211,2.431866906,C3S1
19.77,8.31,288.0,118.0448493,40,0.48,31.22445,3.0,21.54214977,0.36,32.0,24.31,179.9588816,0.698191508,C2S1
19.15,8.21,236.8,129.1686528,10,1.7,44.29,4.0,12.02327167,0.57,48.0,9.724,159.9835526,0.41329215,C2S1
8.8,7.98,744.96,376.4737742,120,2.46,0.68665,28.75,123.0606578,0.29,56.0,43.758,320.0,2.991345915,C3S1
7.12,8.13,1804.8,623.7699339,460,1.83,88.6,50.0,322.1284826,3.2,24.0,160.446,720.0,5.220557757,C4S1
4.7,8.22,888.32,379.6644034,190,1.26,1.17395,37.0,173.7189712,2.65,32.0,58.344,320.0,4.222905856,C3S1
12.43,7.71,806.4,219.5487607,250,0.469,27.5546,28.25,125.9555755,2.0,72.0,43.758,360.0,2.886575747,C3S1
11.6,8.19,1260.8,392.4343899,320,1.25,127.584,27.5,224.302459,5.8,24.0,106.964,500.0,4.362141847,C3S1
2.45,8.1,777.6,172.6509412,240,0.56,69.7725,32.75,97.37056424,1.55,80.0,48.62,400.0,2.116969024,C3S1
10.0,7.94,1555.2,494.7210091,380,0.61,170.7765,33.25,273.3512098,25.85,96.0,87.516,600.0,4.852562282,C4S1
4.45,8.29,2440.96,340.0,630,0.42,287.2810455,453.0,426.0,132.0,112.0,136.136,839.7697368,6.391483222,C4S2
3.65,8.0,295.68,130.0,50,2.0,44.49131818,36.0,44.0,3.0,16.0,34.034,179.9424342,1.426126483,C2S1
5.59,8.02,272.0,130.0,40,1.11,34.82804545,22.0,36.0,2.0,16.0,29.172,159.9506579,1.237603843,C2S1
3.05,8.04,217.6,130.0,40,1.3,76.29959091,34.0,67.0,1.0,16.0,24.31,139.9588816,2.462332714,C2S1
5.15,8.29,721.28,290.0,120,2.38,69.25345455,57.0,116.0,7.0,32.0,58.344,319.9013158,2.819824892,C3S1
4.24,8.28,950.4,340.0,140,2.28,151.5925909,111.0,193.0,2.0,32.0,68.068,359.8848684,4.423313079,C3S1
4.48,8.28,462.08,210.0,50,1.79,42.47813636,41.0,72.0,5.0,24.0,34.034,199.9424342,2.213870294,C2S1
16.1,8.19,796.16,270.0,170,0.7,37.24386364,123.0,134.0,46.0,40.0,53.482,319.9095395,3.25734206,C3S1
9.94,8.21,883.84,180.0,260,0.43,47.51109091,152.0,154.0,8.0,64.0,58.344,399.9013158,3.348239135,C3S1
4.4,8.25,715.52,260.0,170,0.83,2.415818182,81.0,128.0,8.0,32.0,53.482,299.9095395,3.213564297,C3S1
8.96,8.17,892.16,310.0,200,0.77,47.10845455,115.0,152.0,2.0,72.0,58.344,419.9013158,3.225092194,C3S1
13.7,7.66,458.88,80.0,140,1.59,22.34631818,90.0,61.0,2.0,40.0,38.896,259.9342105,1.645016575,C2S1
7.62,7.59,966.4,100.0,240,0.68,130.8568182,199.0,120.0,9.0,88.0,63.206,479.8930921,2.381667667,C3S1
10.36,7.62,721.92,120.0,210,1.8,48.92031818,106.0,111.0,8.0,56.0,43.758,319.9259868,2.698176675,C3S1
6.57,7.42,480.0,290.0,20,4.97,5.636909091,39.0,58.0,7.0,24.0,43.758,239.9259868,1.628026661,C3S1
5.13,7.45,605.44,280.0,90,1.96,27.37927273,75.0,75.0,6.0,24.0,68.068,339.8848684,1.768754314,C3S1
6.12,7.69,1481.6,320.0,340,0.1,134.8831818,233.0,256.0,102.0,112.0,43.758,459.9259868,5.190009525,C4S2
7.28,7.63,448.0,200.0,80,1.13,19.9305,45.0,61.0,5.0,24.0,43.758,239.9259868,1.712234936,C2S1
22.66,7.8,1139.2,493.7687012,250,1.12,7.9722,18.0,204.088137,12.0,64.0,68.068,439.8848684,4.230779719,C3S1
8.76,6.6,1824.0,420.9032914,580,0.8,7.30785,28.0,264.1625851,4.0,216.0,77.792,859.8684211,3.916764593,C4S1
5.56,7.14,1159.68,502.0249549,170,1.71,7.30785,29.0,142.7847594,35.0,128.0,58.344,559.9013158,2.623603938,C3S1
11.64,6.81,1350.4,327.7191262,390,0.64,7.9722,23.0,135.2891455,9.0,240.0,38.896,759.9342105,2.133767617,C3S1
12.64,7.24,1286.4,269.9465253,480,1.9,0.66435,25.0,124.8112546,3.0,184.0,68.068,739.8848684,1.995004318,C3S1
20.33,7.77,556.8,349.9857203,30,1.6,26.1311,7.0,35.94681076,1.0,72.0,43.758,359.9259868,0.823807852,C3S1
11.9,7.22,1459.2,505.2484872,370,2.2,21.2592,17.0,251.3515851,4.0,112.0,77.792,599.8684211,4.461961231,C4S2
25.46,6.95,1248.0,440.9044094,220,1.12,19.70905,17.0,148.257707,2.0,160.0,63.206,659.8930921,2.509300378,C3S1
8.39,7.45,1491.2,519.8119591,270,1.8,1.99305,37.0,175.2754183,28.0,120.0,111.826,759.8108553,2.764651726,C4S1
21.21,7.26,816.0,283.8345419,90,2.8,29.2314,11.0,147.2480573,3.0,64.0,38.896,319.9342105,3.579244751,C3S1
4.54,7.27,3481.6,438.3062545,1500,0.78,167.19475,43.0,597.8544632,6.0,424.0,92.378,1439.84375,6.850305768,C4S2
30.15,7.2,1116.8,384.5861756,320,3.18,121.7975,14.0,163.8370391,4.0,152.0,34.034,519.9424342,3.123968335,C3S1
6.45,8.32,1507.2,320.0,340,0.64,66.435,377.0,273.0,113.0,80.0,82.654,539.8601974,5.108508925,C4S2
3.85,8.3,361.6,180.0,40,2.21,38.04913636,52.0,89.0,14.0,48.0,4.862,139.9917763,3.196981731,C2S1
4.45,8.12,490.24,190.0,20,0.55,41.27022727,43.0,39.0,10.0,40.0,24.31,199.9588816,1.199130423,C3S1
3.95,7.09,355.2,220.0,20,0.48,14.09227273,31.0,40.0,5.0,40.0,24.31,199.9588816,1.229877357,C2S1
2.15,7.97,470.4,340.0,30,1.08,18.92390909,28.0,44.0,16.0,72.0,34.034,319.9424342,0.9965982,C2S1
6.8,8.31,560.0,200.0,80,0.42,49.72559091,47.0,66.0,17.0,64.0,34.034,299.9424342,1.631798632,C3S1
4.95,7.94,1331.2,210.0,370,0.49,143.7411818,155.0,163.0,13.0,120.0,82.654,639.8601974,2.801671553,C3S1
4.25,8.14,374.4,260.0,30,0.83,13.48831818,10.0,28.0,4.0,48.0,34.034,259.9424342,0.755077631,C2S1
2.75,7.86,822.4,250.0,210,0.12,102.0683182,105.0,98.0,20.0,96.0,63.206,499.8930921,1.905722546,C3S1
14.85,7.35,175.36,60.0,40,0.04,1.24012,5.0,12.31,2.26,16.0,14.586,99.97532895,0.535283425,C2S1
3.77,8.28,869.12,350.0,130,0.72,184.6893,15.0,115.0,30.07,32.0,82.654,419.8601974,2.440156336,C3S1
4.71,8.7,326.4,230.0,10,0.8,0.4429,4.0,51.22,0.53,8.0,38.896,179.9342105,1.660178811,C2S1
4.23,8.36,1207.68,370.0,290,0.72,118.2543,43.0,197.0,1.0,32.0,106.964,519.8190789,3.756749891,C3S1
12.3,8.13,1843.2,520.0,390,0.55,417.6547,20.0,230.0,12.6,24.0,209.066,919.6463816,3.297536161,C4S1
2.2,8.1,510.72,270.0,70,0.96,13.86277,12.0,83.0,0.84,24.0,38.896,219.9342105,2.433345977,C3S1
1.4,8.27,507.52,140.0,60,0.26,159.8869,14.0,17.04,70.39,72.0,19.448,259.9671053,0.459496868,C3S1
15.33,8.11,2668.8,700.0,790,0.67,272.8264,34.0,532.4,18.8,48.0,189.618,899.6792763,7.717317222,C4S2
2.09,8.18,324.48,170.0,50,1.01,0.4429,8.0,37.38,14.08,32.0,19.448,159.9671053,1.28497926,C2S1
3.88,8.24,335.36,100.0,30,0.29,150.586,13.0,35.31,7.69,48.0,19.448,199.9671053,1.085651912,C2S1
3.4,8.51,321.92,160.0,40,0.55,4.11897,6.0,51.73,35.83,32.0,4.862,99.99177632,2.249222921,C2S1
2.62,7.61,1542.4,310.0,390,0.39,343.2475,40.0,260.4,3.4,136.0,68.068,619.8848684,4.547342085,C4S2
2.25,8.48,277.12,130.0,30,3.06,24.04947,9.0,6.18,12.4,32.0,34.034,219.9424342,0.181178277,C2S1
5.4,7.93,249.6,80.0,30,0.26,20.93709091,61.0,43.0,8.0,24.0,9.724,99.98355263,1.869718983,C2S1
23.79,8.28,282.88,150.0,30,0.34,24.3595,15.0,46.0,7.0,24.0,14.586,119.9753289,1.825929566,C2S1
21.32,8.14,345.6,140.0,40,0.23,60.19413636,26.0,53.0,14.0,24.0,19.448,139.9671053,1.947758208,C2S1
4.47,7.9,800.64,280.0,140,1.2,95.62613636,98.0,135.0,6.0,64.0,48.62,359.9177632,3.093885891,C3S1
19.1,7.62,558.08,270.0,80,0.78,29.49714,13.0,72.0,27.0,48.0,29.172,239.9506579,2.020894714,C3S1
2.1,7.8,714.24,370.0,120,0.77,39.19665,21.0,79.0,0.96,112.0,38.896,439.9342105,1.637590792,C3S1
5.94,7.94,520.96,280.0,90,0.67,29.40856,13.0,72.0,26.0,40.0,38.896,259.9342105,1.941658908,C3S1
10.35,7.7,216.96,110.0,60,0.16,3.49891,9.0,29.0,2.43,32.0,14.586,139.9753289,1.065723184,C2S1
5.3,7.55,546.56,290.0,80,0.68,29.27569,12.0,72.0,25.76,64.0,24.31,259.9588816,1.94156677,C3S1
9.58,7.22,952.96,220.0,180,1.31,191.3328,35.0,87.0,1.42,144.0,38.896,519.9342105,1.658888588,C3S1
2.05,7.83,555.52,300.0,80,0.79,31.09158,12.0,72.0,25.73,48.0,38.896,279.9342105,1.871012428,C3S1
3.86,8.45,517.76,200.0,80,0.5,77.0646,15.0,70.0,10.97,72.0,19.448,259.9671053,1.887604504,C3S1
2.95,7.5,552.96,240.0,110,0.95,59.7915,99.0,97.0,6.0,80.0,34.034,339.9424342,2.287395215,C3S1
3.15,7.25,519.68,270.0,100,0.51,61.80468182,118.0,74.0,1.0,64.0,68.068,439.8848684,1.534031834,C3S1
6.97,7.3,922.88,540.0,130,2.05,13.08568182,136.0,231.0,6.0,40.0,72.93,399.8766447,5.022513632,C3S1
3.76,8.11,766.08,480.0,130,1.84,7.851409091,76.0,138.0,9.0,24.0,111.826,519.8108553,2.63165272,C3S1
6.28,7.9,628.48,370.0,80,1.98,12.68304545,65.0,54.0,2.0,72.0,82.654,519.8601974,1.02972828,C3S1
4.4,7.44,248.32,120.0,30,0.41,5.636909091,63.0,66.0,4.0,32.0,4.862,99.99177632,2.869683217,C2S1
5.71,7.32,640.64,250.0,120,0.96,6.240863636,118.0,93.0,5.0,96.0,34.034,379.9424342,2.074417713,C3S1
5.61,7.28,1756.16,190.0,650,0.33,60.79809091,311.0,156.0,5.0,312.0,87.516,1139.851974,2.008965759,C4S1
13.53,8.09,709.12,410.0,110,1.58,24.3595,138.0,224.0,1.0,32.0,63.206,339.8930921,5.282615645,C3S1
2.75,7.08,824.96,300.0,160,0.95,141.3253636,141.0,168.0,5.0,80.0,72.93,499.8766447,3.267006681,C3S1
1.56,7.22,481.28,340.0,50,0.54,40.86759091,79.0,107.0,2.0,56.0,38.896,299.9342105,2.68622842,C3S1
3.21,8.08,560.0,480.0,50,1.85,32.21090909,44.0,104.0,7.0,40.0,72.93,399.8766447,2.261218259,C3S1
3.14,8.16,715.52,530.0,130,2.77,35.83463636,120.0,225.0,5.0,32.0,72.93,379.8766447,5.019187102,C3S1
4.4,8.03,325.76,160.0,30,0.35,8.455363636,39.0,41.0,2.0,32.0,19.448,159.9671053,1.409420804,C2S1
5.11,8.24,848.0,220.0,200,0.68,157.0281818,99.0,123.0,5.0,48.0,82.654,459.8601974,2.493815757,C3S1
2.28,8.13,754.56,220.0,150,0.75,106.6986364,106.0,133.0,3.0,64.0,43.758,339.9259868,3.136401273,C3S1
9.06,8.24,1003.52,210.0,200,0.43,195.2786364,136.0,209.0,51.0,96.0,9.724,279.9835526,5.430654706,C3S1
12.67,8.26,325.12,160.0,30,0.72,20.53445455,41.0,46.0,18.0,16.0,24.31,139.9588816,1.690556788,C2S1
7.98,8.31,794.88,330.0,110,1.26,33.01618182,97.0,171.0,5.0,24.0,58.344,299.9013158,4.293179914,C3S1
