LD1,LD2,Classification
-1.4254141474130502,0.018249326999223305,C2S1
-0.8846966162735168,0.08569673394134063,C3S1
-1.626560511275247,-0.31641101158597223,C2S1
-2.179841251845604,-0.24432763214084322,C2S1
2.244823608739616,1.630066331070888,C4S2
-0.6746009306251385,0.0731756185681181,C3S1
1.9794577750256637,0.988643464511181,C3S1
-0.7553040593991641,0.052908079431044454,C3S1
2.349679439573454,2.2201874185568977,C4S2
-2.859665944066826,0.07438597776591065,C2S1
0.8332293629895959,0.9835354552181662,C3S1
0.7629150552832885,-0.2024829291978416,C3S1
-0.18559979296994972,0.6977218488843155,C3S1
2.7517979094729723,2.7814545808451863,C4S1
-1.2944957683322076,-0.1950955068133821,C3S1
-1.627313765551986,1.3652799357901932,C3S1
3.005076269627185,1.8682769307179137,C4S2
-1.824297854239379,-0.6035345827854559,C2S1
-0.7858684876296274,0.1618339130948431,C3S1
-2.555601201654215,0.6261318515037616,C2S1
-0.7960027553411912,0.7882631578628253,C3S1
1.660294571301287,0.830068524049819,C3S1
-1.063367383916304,-0.28022903494784634,C3S1
-2.3403277784702303,0.07766011407564846,C2S1
-2.325673525376999,-0.21712794084954956,C2S1
-2.4879603572707647,0.022607617765586337,C2S1
0.21980309369738182,0.6413026169009903,C3S1
-0.8174885167898933,-1.2897239232373094,C3S1
-0.1995068242077317,-0.3356950482227661,C3S1
-0.05002750318936127,-0.4535416438468784,C3S1
0.5627785730343092,-0.7752011743877615,C3S1
-1.2075099252689503,-0.3106637882720334,C3S1
0.5037020973627883,-0.8532518802720968,C3S1
-0.3053694007301735,-0.19292095703973758,C3S1
-1.0733841155265924,-0.15996299664525193,C3S1
1.3941087410911484,2.5786116034810176,C3S1
-1.396046755075598,0.586127765606896,C3S1
-0.43865654458584313,0.6310109749455772,C3S1
-1.7566974746818316,0.7050769951335436,C2S1
-0.7449989833546609,0.4808964012061384,C3S1
-1.9043446990622785,0.14246586658998267,C2S1
-0.38521325420959035,-0.16338575486514112,C3S1
-0.7697075537182644,1.0553167104054688,C3S1
0.7170381632143844,0.13042072586980713,C3S1
-0.05989226829083375,0.35285702330722307,C3S1
-0.054551767409107874,0.16527167319916455,C3S1
-1.4315566034405216,0.14210947651117625,C2S1
-0.5734664147148795,0.25367441134458546,C3S1
-0.6243238855638504,0.5902577764963154,C3S1
-1.8414197964566992,-0.16721960538020145,C2S1
0.6249607207707579,1.4669530464546827,C3S1
-0.9162971205871296,0.5470570146378858,C3S1
-0.9058880960411315,0.839168215934214,C3S1
-2.3418830340421852,-0.28504890794982374,C2S1
-0.23513653680270977,0.24442562900352133,C3S1
0.7524070191680686,1.6404505877772724,C3S1
1.7841407271914766,-0.5659751748326725,C3S1
1.6486242661186628,0.35295588554861396,C3S1
3.267729919931127,0.9463400210886302,C4S1
-0.22849360506707272,-0.2905791727638582,C3S1
-0.2926036348681995,0.5704260505266138,C3S1
-1.7126430965048545,-0.5553873507727433,C2S1
1.058914176193999,-0.6625381591713775,C3S1
4.019157719768859,2.2214739774945564,C4S2
1.6816658393024004,-0.43794610143334706,C3S1
0.4718656037825197,-0.3670710627326257,C3S1
-0.7174104686792119,-0.614242028560226,C3S1
-0.47654347847270867,-0.7734272353874463,C3S1
0.014589696827242305,-0.394842407238888,C3S1
