0,1,2,3,4,5,Classification
-1.7885930296778803,0.015530224988877787,1.1569390575160514,0.3578149072036306,-0.49812951621499735,-0.04022016900170869,C2S1
-1.0640245287103696,-0.22949275727563456,1.3360162425826667,0.2056997006651435,-0.7976616149732779,-0.24472910381744725,C3S1
-2.0991146915765126,-0.2556231622349926,0.6804257167274206,0.3641397227354458,0.2556919132873232,0.026086968911240523,C2S1
-2.81867413066801,-0.13785408263003596,0.945781859000806,0.32387220820546503,-0.18252475323264894,0.16271067577100742,C2S1
3.3255697384635554,3.98371997557301,0.5921960144679635,0.735687014037218,-0.10950006006728968,1.8704599143534268,C4S2
-0.8788998745879131,0.2036386385596338,0.7390110758647939,-0.4773295231149116,0.07298598718024038,-0.26586509272201964,C3S1
2.8679029925005834,-0.09133081069255845,1.268095060478165,0.38322507577682147,-0.18056829979441666,0.17114981343398,C3S1
-0.9962561885408476,1.0632073656414682,0.5436313118273086,-0.12226950946150285,-0.5176077239088377,-0.5566482556721526,C3S1
3.5956898755138953,3.44010275537233,1.651648923769857,1.0306562530556536,-0.0711383058992999,2.1361427878465444,C4S2
-3.503455289245137,-0.9782052828221646,1.138614954977729,-0.7400005234989664,-0.7085094084298423,0.7847778629375666,C2S1
1.4196131923277318,-0.24028105283734694,1.057462776950738,0.3208082314951751,-1.339994419803411,-0.3387974297120317,C3S1
0.6647004564186949,1.6127767729160034,-0.9853612950948771,0.6625263810448991,0.260654230081533,-0.7855142502022101,C3S1
-0.04225243010615764,1.5573174363082087,0.6668152788705064,0.13637978596550054,-1.0170421487995485,-0.37877907925666254,C3S1
4.160322347699334,-0.24321259355487337,2.1088369138830743,-2.756324176033445,-2.775257141178637,-2.694329004219884,C4S1
-1.7278904530691275,0.8453465113530569,0.5341538665657832,0.6210689570778932,-1.0505087095187255,-0.768515884169863,C3S1
-1.5045225661239385,-0.4074135598611012,3.2745408126013626,-1.9872969225594284,0.7248706154673417,-1.7169088139165565,C3S1
4.28631447496788,1.8964999455539542,-0.06759408251446312,-1.0911255235854824,-2.3823955819776157,-0.8971334522054721,C4S2
-2.454771013220104,-0.6417182999662636,0.24917228668771724,0.13234677125494734,1.5834771526495484,-0.41773245786905994,C2S1
-0.961291946468948,-0.31910881700591787,0.8640253907445057,0.1697314539920009,0.23695477299563922,-0.3609146999955326,C3S1
-2.9423021802731504,1.0863139572848688,2.0843436927903776,-0.6316434454853642,-0.35769492281810805,-0.6561705087350107,C2S1
-0.6897137249453816,-0.44045623872570067,1.7137705007349227,-0.1389718243518776,0.10525693149721362,-0.11565625197408996,C3S1
2.420334734614653,-1.904608904613841,1.8398567458405457,0.10939577842363517,-2.037406559871989,-1.5029058509258877,C3S1
-1.4326753846694449,0.917443573031398,0.2945882141436723,0.39533731956395796,-1.264931750028239,-0.665590914394327,C3S1
-2.8868854786655,-0.14904042644942486,1.5200406246958993,0.4838702014754632,-0.06198692612005934,0.5657520726013873,C2S1
-2.938536666593833,-1.2098795451197106,0.3224346015496415,-1.1495413940789592,-0.44310457394771513,1.0574900053366445,C2S1
-3.0713792816046093,-0.8737647103859268,0.6578390235470294,-1.219087464263942,-0.9216058547679354,1.1570415497380275,C2S1
0.420756337863674,0.9562202792389015,0.41761028603485484,0.03271374313445991,-0.43501281983941814,0.5431387506034556,C3S1
-1.455046300769573,-1.5893795879727217,-1.5057071108155204,-0.7033668486743044,0.9540481730045821,0.5402841599454493,C3S1
-0.37424520895291624,1.31177163461669,-1.456461376929899,0.35954268452438337,1.454748926165805,0.31037735013951906,C3S1
-0.2659611229528739,-0.399439594805709,-0.45403385758378717,0.02332352041220248,1.5516214531735195,-0.32082547120391053,C3S1
0.43433050826674946,-1.5268728133583997,-0.8671342664049514,0.3981823488033864,1.4643241379337055,0.3849629924304717,C3S1
-1.622269307875863,-0.2615771277088508,0.34522187816981453,-0.14567989928241934,1.189948725564265,-0.3130658694444669,C3S1
0.3513650076910139,-1.5471088961347192,-0.9698406851407136,0.14061773148926834,1.45681171766019,0.17135328538221142,C3S1
